department,region,termination_date,bracket_salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
support,US,02/28/1988,"medium, 74000",0.1,0.86,6,278,4,0,0,1
hr,US,05/02/2016,"low, 58000",0.95,0.84,3,261,8,1,1,0
marketing,US,05/30/2015,"low, 60000",0.11,0.94,6,286,4,0,0,1
marketing,US,09/21/2015,"low, 42000",0.76,0.83,6,293,6,0,0,1
sales,US,02/10/2004,"low, 60000",0.36,0.5,2,158,3,0,0,1
accounting,US,11/09/1999,"medium, 84000",0.93,0.6,3,188,3,0,0,0
support,Europe,09/07/2005,"medium, 81000",0.55,0.98,4,137,2,0,0,0
marketing,US,09/02/2004,"medium, 74000",0.51,0.39,5,132,6,1,1,0
technical,US,04/17/1989,"medium, 83000",0.55,0.59,3,231,4,0,0,0
support,Europe,21/09/2007,"high, 140000",0.16,0.9,5,258,3,0,0,0
IT,US,09/23/2016,"low, 60000",0.7,0.91,4,181,2,1,0,0
sales,US,07/26/2003,"medium, 71000",0.49,0.56,4,260,6,0,0,0
sales,Canada,22/11/2017,"low, 55000",0.79,0.97,5,208,4,1,0,0
sales,Europe,18/04/2016,"medium, 72000",0.64,0.41,3,231,6,0,0,0
management,US,11/17/2010,"high, 120000",0.51,0.73,3,205,4,0,0,0
support,US,01/08/2017,"medium, 70000",0.49,0.74,2,263,3,1,0,0
hr,Canada,07/12/2007,"low, 38000",0.54,0.74,3,185,4,0,0,0
sales,US,01/12/2016,"low, 50000",0.74,0.99,4,156,3,0,0,0
hr,US,11/25/2013,"medium, 68000",0.92,0.9,4,203,4,0,0,0
accounting,US,08/13/2005,"medium, 85000",0.53,0.8,2,225,7,1,1,0
sales,US,06/13/1992,"low, 46000",0.43,0.57,2,159,3,1,0,1
accounting,US,09/27/2005,"medium, 86000",0.93,0.77,5,106,5,0,0,0
hr,US,11/27/2002,"low, 53000",0.51,0.52,3,132,3,0,0,0
technical,Canada,05/04/2003,"low, 52000",0.64,0.94,4,210,3,0,0,0
sales,US,06/06/2002,"low, 31000",0.36,0.48,2,152,3,0,0,1
sales,US,01/29/2018,"medium, 82000",0.09,0.93,7,270,4,0,0,1
technical,Canada,03/05/2014,"medium, 77000",0.75,0.76,3,269,2,1,0,0
IT,Europe,02/08/2002,"low, 48000",0.12,1,3,278,4,0,0,1
technical,US,03/13/2008,"medium, 70000",0.71,0.62,4,192,4,0,0,0
product_mng,US,01/08/2017,"medium, 72000",0.89,0.85,4,195,4,0,0,0
sales,US,06/05/2015,"low, 54000",0.89,1,5,246,5,0,0,1
management,Europe,25/10/2004,"low, 110000",0.15,0.81,4,160,5,0,0,0
sales,US,06/28/2016,"medium, 86000",0.38,0.43,3,188,7,0,0,0
product_mng,US,10/30/2004,"low, 43000",0.5,0.5,4,267,3,0,0,0
management,Canada,12/12/2016,"high, 172000",0.83,0.5,5,274,3,0,0,0
marketing,US,06/30/2016,"low, 45000",0.72,0.78,3,229,2,0,0,0
management,US,10/22/2003,"medium, 86000",0.56,0.49,5,163,3,0,0,0
technical,Europe,06/07/2014,"low, 38000",0.94,0.99,3,207,2,0,0,0
product_mng,Europe,12/01/2018,"low, 47000",0.52,0.61,3,203,3,0,0,0
technical,Canada,19/09/2016,"low, 39000",0.76,0.8,3,202,3,0,0,0
technical,US,03/23/2016,"low, 43000",0.52,0.63,3,233,3,0,1,0
sales,Canada,18/06/2011,"low, 57000",0.89,0.61,3,175,4,0,0,0
RandD,US,02/28/2010,"low, 48000",0.11,0.97,6,289,5,0,0,1
hr,APAC,04/08/2008,"low, 40000",0.76,0.92,4,154,3,0,0,0
product_mng,US,10/09/2002,"medium, 75000",0.98,0.66,3,204,2,0,0,0
hr,Europe,19/06/2016,"low, 45000",0.44,0.81,3,248,2,0,0,0
sales,US,06/30/2009,"low, 48000",0.63,0.94,3,172,3,0,0,0
sales,Europe,31/01/2006,"low, 58000",0.3,0.53,3,148,4,0,0,0
technical,US,07/27/2008,"medium, 84000",0.54,0.88,4,170,4,0,0,0
technical,US,02/27/2003,"low, 42000",0.74,0.59,4,155,3,0,0,0
marketing,Europe,29/09/2016,"low, 56000",0.38,0.47,2,144,3,0,0,1
technical,Europe,01/05/2016,"low, 56000",0.64,0.51,4,207,2,0,0,0
sales,US,08/29/1999,"low, 34000",0.4,0.49,2,135,3,0,0,1
IT,US,09/16/2003,"medium, 77000",0.61,0.57,4,160,3,1,0,0
IT,US,04/27/2017,"low, 54000",1,0.89,3,194,3,0,0,0
hr,US,06/10/2017,"low, 37000",0.67,0.83,4,195,3,0,0,0
technical,Europe,03/01/2016,"low, 47000",0.73,0.73,4,194,2,0,0,0
hr,Canada,16/03/2016,"low, 39000",0.59,0.62,3,212,2,1,0,0
sales,US,04/05/2015,"medium, 89000",0.54,0.95,4,149,3,0,0,0
marketing,US,08/23/2003,"medium, 84000",0.52,0.7,4,247,5,0,0,0
IT,US,02/11/2005,"low, 36000",0.16,0.98,3,232,5,0,0,0
sales,US,02/14/2015,"medium, 61000",0.53,0.92,3,199,2,0,0,0
product_mng,US,04/17/2005,"medium, 82000",0.33,0.88,6,260,3,0,0,0
product_mng,US,08/29/2015,"high, 135000",0.73,0.98,5,272,2,0,0,0
support,US,07/03/2009,"low, 55000",0.5,0.88,4,147,3,0,0,0
support,US,06/06/2015,"low, 45000",0.58,0.9,3,209,2,0,0,0
sales,US,11/01/2017,"low, 35000",0.85,0.86,3,179,3,0,0,0
management,US,08/01/2009,"medium, 67000",0.83,0.87,3,156,3,0,0,0
support,US,01/13/2016,"medium, 78000",0.11,0.87,6,306,4,0,0,1
sales,Europe,04/12/2013,"medium, 65000",0.65,0.65,5,180,2,0,0,0
sales,US,06/30/2004,"medium, 63000",0.21,0.78,4,218,6,0,0,0
technical,Europe,25/09/2011,"medium, 71000",0.9,0.73,4,245,2,0,0,0
sales,Europe,18/12/2008,"medium, 73000",0.74,1,5,223,5,0,0,1
RandD,US,07/05/2017,"medium, 67000",0.39,0.48,2,141,3,0,0,1
support,US,10/27/1999,"low, 32000",0.97,0.66,5,234,6,0,0,0
sales,US,09/03/2016,"low, 46000",0.28,0.59,6,281,3,0,0,0
sales,Canada,07/07/2007,"low, 43000",0.88,0.59,6,243,4,0,0,0
sales,US,01/01/2008,"medium, 87000",0.37,0.46,2,156,3,0,0,1
support,US,08/05/2015,"medium, 66000",0.6,0.66,4,132,4,0,0,0
RandD,US,04/12/2016,"medium, 84000",0.45,0.72,4,149,3,0,0,0
technical,Europe,28/07/2015,"medium, 68000",0.76,0.84,5,137,4,0,0,0
product_mng,US,03/27/2007,"medium, 89000",0.78,0.63,5,200,2,0,0,0
sales,US,07/25/2005,"medium, 77000",0.17,0.94,5,273,4,0,0,0
sales,US,08/17/2009,"low, 59000",0.13,0.62,5,268,3,0,0,0
sales,Europe,26/11/2016,"low, 38000",0.96,0.71,4,210,3,0,0,0
IT,US,12/11/2003,"low, 39000",0.45,0.46,2,153,3,0,0,1
RandD,Europe,12/02/2006,"low, 53000",0.38,0.49,2,127,3,0,0,1
sales,US,02/08/2002,"medium, 89000",0.64,0.79,3,253,2,0,0,0
accounting,US,11/20/2008,"low, 60000",0.59,0.59,3,173,3,0,0,0
RandD,US,04/21/2000,"medium, 68000",0.15,0.48,6,204,6,1,0,0
sales,Canada,31/03/2015,"low, 42000",0.61,0.7,4,243,3,0,0,0
technical,US,05/25/2017,"medium, 84000",0.79,0.74,4,222,2,0,0,0
support,US,08/11/2017,"low, 50000",0.76,0.87,4,161,3,0,0,0
sales,Europe,15/06/2008,"low, 54000",0.99,0.54,3,199,2,0,0,0
technical,US,02/18/2005,"low, 32000",0.5,0.48,2,106,2,0,0,0
sales,US,12/17/2004,"low, 42000",0.76,0.79,3,161,3,0,0,0
technical,US,11/10/2016,"low, 50000",0.42,0.73,3,108,4,0,0,0
hr,US,10/03/2015,"low, 48000",0.72,0.8,3,222,3,0,0,0
sales,Europe,13/08/2017,"low, 38000",0.91,0.9,3,243,3,0,0,0
management,Europe,28/06/2015,"low, 50000",1,0.76,5,201,3,0,0,0
sales,US,11/07/2011,"medium, 72000",0.69,0.98,3,269,3,1,0,0
sales,US,11/06/2016,"low, 36000",0.29,0.38,5,191,5,0,0,0
sales,US,05/18/2007,"medium, 90000",0.73,0.97,5,235,5,0,0,1
accounting,US,06/08/2008,"medium, 62000",0.4,0.65,2,296,5,0,0,1
RandD,APAC,14/07/2015,"medium, 73000",0.93,0.86,4,145,3,0,0,0
technical,US,10/07/2008,"medium, 73000",0.56,0.59,3,178,2,0,0,0
sales,US,11/25/2017,"high, 131000",0.83,0.87,5,233,3,0,0,0
marketing,US,05/12/2008,"low, 42000",0.55,0.72,4,273,3,0,0,0
accounting,US,03/20/2017,"medium, 81000",0.64,0.55,4,215,2,0,0,0
support,US,02/21/2016,"high, 162000",0.11,0.8,6,304,4,0,0,1
technical,US,01/04/2006,"high, 158000",0.61,0.42,2,103,8,0,0,0
sales,US,01/21/2017,"low, 44000",0.2,0.57,4,269,5,1,0,0
support,US,02/06/2013,"low, 43000",0.63,0.93,4,201,3,0,0,0
technical,Canada,14/09/2017,"low, 56000",0.92,0.69,3,139,2,0,0,0
hr,US,04/28/2016,"low, 48000",0.38,0.57,2,152,3,1,0,1
sales,Europe,08/11/2005,"low, 58000",0.27,0.75,5,264,3,0,0,0
sales,Europe,19/07/2017,"low, 52000",0.85,0.77,5,263,3,0,0,0
accounting,Europe,29/09/2014,"medium, 62000",0.23,0.96,2,234,4,0,0,0
support,US,10/22/2006,"low, 37000",0.86,0.58,4,211,4,0,0,0
support,US,09/05/2003,"high, 162000",0.97,0.95,4,173,2,0,0,0
technical,US,03/06/1986,"high, 169000",0.57,0.66,3,268,3,0,0,0
sales,US,06/11/2007,"medium, 67000",0.66,0.93,5,253,5,0,0,1
sales,US,03/19/2002,"medium, 67000",0.22,0.44,3,166,6,0,0,0
support,US,02/04/2004,"low, 37000",0.92,0.96,5,174,3,1,0,0
sales,US,05/27/2017,"low, 33000",0.11,0.94,7,244,4,0,0,1
technical,US,03/27/2004,"low, 60000",0.37,0.46,2,153,3,0,0,1
sales,APAC,04/08/2016,"medium, 61000",0.39,0.37,3,127,3,0,0,0
sales,US,09/17/2002,"medium, 75000",0.74,0.87,5,264,3,0,0,0
IT,US,10/02/2005,"medium, 66000",0.92,0.74,4,213,3,0,0,0
accounting,US,08/06/2016,"low, 52000",0.39,0.57,2,158,3,0,0,1
IT,US,12/04/2015,"low, 36000",0.75,0.94,5,217,2,0,0,0
support,US,05/04/2001,"medium, 81000",0.86,0.64,3,245,4,0,0,0
support,US,11/22/2003,"medium, 71000",0.93,0.87,4,257,2,0,0,0
product_mng,US,12/31/2015,"high, 186000",0.59,0.39,4,190,5,0,0,0
management,Europe,04/05/2007,"low, 60000",0.88,0.71,4,250,3,0,0,0
support,US,06/26/2015,"low, 32000",0.5,0.7,5,166,2,0,0,0
management,US,05/20/2000,"high, 115000",0.63,0.56,4,274,5,1,0,0
RandD,US,06/21/2007,"medium, 83000",0.39,0.57,2,145,3,0,0,1
sales,US,03/12/2005,"medium, 67000",0.68,0.55,6,181,3,0,0,0
accounting,US,10/21/2015,"medium, 61000",0.92,0.94,2,224,2,0,0,0
accounting,US,11/15/2006,"low, 34000",0.09,0.89,7,310,4,0,0,1
support,US,04/11/2017,"low, 47000",0.1,0.86,6,309,4,0,0,1
technical,Europe,21/07/2017,"low, 43000",0.57,0.69,3,212,8,0,0,0
product_mng,US,04/30/2017,"low, 39000",0.14,0.98,6,221,5,0,0,0
technical,US,08/09/2000,"medium, 63000",0.11,0.94,7,244,4,0,0,1
support,US,08/19/2016,"low, 40000",0.94,0.76,3,257,4,1,0,0
hr,Europe,23/06/2015,"medium, 72000",0.6,0.98,4,265,2,0,0,0
technical,US,08/21/1988,"low, 57000",0.92,0.49,3,240,2,0,0,0
hr,US,08/10/2017,"low, 56000",0.79,0.56,4,177,3,0,0,0
technical,Europe,06/04/2017,"medium, 67000",0.77,0.56,5,226,4,0,0,0
product_mng,Europe,14/09/2016,"low, 37000",0.98,0.89,3,150,3,0,0,0
sales,US,12/11/2002,"medium, 71000",0.66,0.98,4,225,2,1,0,0
sales,US,04/21/2015,"medium, 63000",0.89,0.86,3,223,2,0,0,0
accounting,US,06/02/2006,"low, 49000",0.64,0.52,5,258,10,1,0,0
hr,US,10/30/2017,"medium, 66000",0.09,0.82,6,249,4,0,0,1
support,Canada,06/07/2008,"low, 34000",0.89,0.93,4,245,4,0,0,0
RandD,US,03/26/2017,"medium, 67000",0.82,0.51,2,268,2,0,0,0
IT,US,02/24/2016,"medium, 63000",0.59,0.59,3,194,2,1,0,0
product_mng,US,10/22/2015,"medium, 79000",0.62,0.58,3,192,2,0,0,0
marketing,US,02/03/2007,"medium, 70000",0.6,0.85,3,242,2,0,0,0
technical,US,05/19/2004,"high, 165000",0.14,0.72,4,254,4,0,0,0
technical,US,12/23/2016,"medium, 95000",0.61,0.74,5,185,2,1,0,0
sales,US,04/09/2017,"low, 38000",0.9,0.89,4,254,7,0,0,0
sales,US,04/22/2005,"medium, 82000",0.45,0.46,2,153,3,1,0,1
support,US,12/10/2004,"low, 53000",0.38,0.47,3,189,5,0,0,0
support,US,11/22/2015,"high, 180000",0.4,0.54,2,139,3,0,0,1
sales,US,04/22/2006,"medium, 62000",0.48,0.78,2,198,2,0,0,1
support,APAC,25/01/2016,"low, 57000",0.44,0.5,2,128,3,0,0,1
IT,US,06/27/2008,"medium, 84000",0.74,0.85,2,189,3,0,0,0
sales,Canada,08/12/2015,"low, 51000",0.19,0.83,3,225,4,0,0,0
sales,US,05/11/2015,"medium, 62000",0.2,0.69,6,236,4,0,0,0
product_mng,US,09/30/2016,"medium, 89000",0.88,0.58,5,264,3,0,0,0
support,US,06/05/2004,"high, 134000",0.11,0.79,6,294,4,0,0,1
support,US,04/15/2005,"medium, 96000",0.82,0.56,2,227,5,1,0,0
technical,US,04/11/2004,"low, 55000",0.73,0.48,4,139,2,0,0,0
accounting,US,08/18/2015,"low, 54000",0.15,0.78,5,255,3,0,0,0
support,US,06/28/2016,"medium, 76000",0.58,0.86,4,168,2,0,0,0
IT,US,03/08/2016,"low, 55000",0.67,0.94,4,141,2,1,0,0
accounting,US,06/28/2007,"low, 60000",0.41,0.45,2,144,3,1,0,1
technical,US,02/12/2017,"medium, 84000",0.32,0.47,3,143,4,0,0,0
support,US,07/25/2017,"low, 56000",0.77,1,4,232,5,0,0,1
hr,US,01/05/2017,"medium, 86000",0.76,0.83,5,227,5,0,0,1
technical,US,12/25/2007,"medium, 83000",0.46,0.64,2,121,3,0,0,0
support,US,04/21/2016,"low, 35000",0.24,0.7,5,194,3,0,0,0
support,US,12/07/2015,"medium, 64000",0.67,0.59,3,177,3,1,0,0
support,Europe,06/06/2002,"high, 126000",0.62,0.87,5,149,3,0,0,0
technical,Europe,29/12/2015,"low, 57000",0.35,0.8,3,137,5,0,0,0
management,Europe,24/12/2016,"medium, 75000",0.83,0.51,4,199,3,0,0,0
technical,US,07/12/2010,"medium, 67000",0.71,0.97,3,189,3,1,0,0
sales,US,12/12/2000,"medium, 66000",0.63,0.9,2,242,3,1,0,0
IT,US,04/30/2014,"medium, 74000",0.22,0.52,6,175,4,0,0,0
IT,Canada,16/05/2006,"low, 53000",0.23,0.8,5,139,3,0,0,0
sales,US,06/29/2016,"low, 49000",0.16,0.51,3,262,6,0,0,0
hr,US,04/12/2002,"medium, 75000",0.45,0.55,2,151,3,0,0,1
support,US,04/01/2003,"medium, 78000",0.84,0.56,5,224,2,0,0,0
technical,US,09/14/2016,"low, 37000",0.68,0.92,2,184,4,0,0,0
accounting,US,11/26/2016,"low, 49000",0.89,0.63,4,270,3,1,0,0
RandD,US,12/07/2006,"low, 38000",0.68,0.73,3,250,2,0,0,0
support,US,02/23/2009,"low, 54000",0.77,0.89,4,153,7,0,0,0
support,US,12/17/2015,"low, 37000",0.42,0.5,2,141,3,0,0,1
RandD,US,11/05/2017,"low, 41000",0.74,0.89,3,160,2,0,0,0
support,US,04/15/2015,"low, 33000",0.89,0.68,4,146,3,0,0,0
accounting,US,03/04/2011,"low, 54000",0.57,0.93,2,204,10,0,0,0
support,US,04/04/2015,"medium, 68000",0.71,0.8,4,157,3,0,0,0
support,US,05/26/2002,"low, 45000",0.58,0.94,5,274,3,0,0,0
IT,US,03/19/2015,"low, 59000",0.53,0.58,4,134,2,0,0,0
marketing,US,05/08/2004,"medium, 68000",0.11,0.9,5,307,4,0,0,1
management,Europe,23/10/2009,"low, 48000",0.81,0.52,4,221,6,0,0,0
support,Europe,21/04/2011,"medium, 73000",0.86,0.82,3,263,6,0,0,0
RandD,APAC,03/05/2012,"medium, 85000",0.49,1,2,125,4,1,0,0
marketing,US,01/08/2016,"low, 45000",0.09,0.79,6,293,5,0,0,1
IT,US,11/28/2016,"low, 45000",0.64,0.79,4,274,2,1,0,0
product_mng,US,06/05/2008,"low, 49000",0.63,0.98,4,210,3,0,0,0
marketing,US,11/08/2001,"low, 57000",0.11,0.78,6,281,4,0,0,1
support,APAC,04/03/2007,"low, 53000",0.6,0.93,5,270,3,1,0,0
sales,APAC,20/12/2002,"low, 42000",0.75,0.76,4,254,4,0,0,0
marketing,US,07/09/2016,"low, 48000",0.75,0.63,4,261,3,1,0,0
sales,US,02/10/2016,"medium, 83000",0.26,0.98,5,161,5,0,0,0
IT,US,08/16/2005,"low, 39000",0.59,0.55,3,183,4,0,0,0
hr,US,09/03/2007,"medium, 102000",0.86,0.89,4,136,4,0,0,0
IT,Europe,21/08/2016,"medium, 66000",0.61,0.81,4,134,3,0,0,0
technical,US,11/13/1998,"low, 58000",0.94,0.84,4,220,3,0,0,0
sales,APAC,17/10/2008,"low, 31000",0.45,0.45,2,140,3,0,0,1
marketing,Europe,13/01/2018,"medium, 80000",0.7,0.71,5,269,3,0,0,0
sales,Europe,13/01/2015,"low, 41000",0.89,0.92,5,242,5,0,0,1
management,US,02/06/2005,"high, 162000",0.66,0.86,5,185,3,0,0,0
sales,Canada,14/09/2016,"medium, 67000",0.54,0.96,3,147,2,0,0,0
technical,Canada,03/03/2016,"medium, 88000",0.88,0.81,4,179,3,0,0,0
sales,Canada,19/09/2000,"medium, 73000",0.36,0.44,5,155,3,0,0,0
sales,US,10/15/2017,"low, 30000",0.4,0.41,4,127,3,0,0,0
RandD,Canada,07/02/2011,"medium, 83000",0.95,0.55,5,134,3,0,0,0
technical,US,08/29/2015,"medium, 61000",0.89,0.46,4,248,5,1,0,0
sales,US,01/12/2008,"low, 51000",0.81,0.77,5,102,5,0,0,0
technical,US,09/05/2015,"low, 37000",0.84,0.86,5,240,5,0,0,1
accounting,US,01/25/2017,"high, 179000",0.69,0.82,4,273,4,0,0,0
sales,US,05/09/1992,"medium, 70000",0.7,0.6,3,187,2,0,0,0
management,US,09/25/2015,"high, 160000",0.42,0.96,6,173,3,0,0,0
technical,Europe,19/05/2002,"medium, 90000",0.09,0.89,7,308,5,0,0,1
sales,Europe,20/03/2008,"low, 55000",0.43,0.47,2,128,3,0,0,1
IT,US,10/23/2002,"low, 43000",0.87,0.83,4,265,6,0,0,1
sales,US,08/26/2008,"low, 40000",0.48,0.51,5,286,3,0,0,0
accounting,US,02/09/2017,"medium, 79000",0.77,0.5,3,141,3,0,0,0
technical,US,05/02/2006,"low, 54000",0.54,0.88,3,251,2,0,0,0
sales,Canada,13/05/2013,"low, 51000",0.56,0.39,5,263,4,0,0,0
sales,US,01/31/2016,"medium, 80000",0.62,0.55,4,218,3,0,0,0
management,US,04/05/2008,"high, 181000",0.24,0.7,6,153,5,1,0,0
sales,US,01/16/2018,"medium, 70000",0.58,0.96,3,202,2,0,0,0
technical,Europe,06/12/2012,"low, 50000",0.9,0.92,4,271,5,0,0,1
sales,US,07/19/2004,"medium, 62000",0.89,0.39,5,218,2,0,0,0
hr,Europe,09/01/2011,"medium, 64000",0.7,0.5,3,251,2,0,0,0
IT,US,09/27/2014,"medium, 87000",0.45,0.5,2,126,3,0,0,1
sales,US,06/16/2016,"low, 45000",0.1,0.97,7,254,4,0,0,1
technical,US,02/24/2005,"medium, 76000",0.89,0.99,5,257,5,0,0,1
support,US,12/31/2016,"low, 48000",0.73,0.74,5,230,3,0,0,0
technical,US,05/07/2006,"medium, 73000",0.74,0.94,3,132,3,0,0,0
sales,US,12/01/2008,"medium, 76000",0.98,0.91,3,188,4,0,0,0
IT,US,11/23/2007,"medium, 71000",0.65,1,4,195,3,0,0,0
RandD,US,11/05/2006,"medium, 76000",0.39,0.49,2,129,3,0,0,1
management,US,08/03/2015,"low, 42000",0.83,0.82,5,273,4,0,0,0
sales,Europe,09/04/2007,"low, 34000",0.51,0.96,3,192,3,0,0,0
hr,US,02/05/2015,"medium, 62000",0.49,0.52,3,225,2,0,0,0
sales,US,02/04/2015,"low, 58000",0.17,0.52,4,184,4,0,0,0
management,US,01/29/1998,"high, 124000",0.72,0.99,3,143,4,0,0,0
sales,US,04/06/2016,"medium, 69000",0.65,0.92,3,219,3,0,0,0
RandD,Europe,01/05/1993,"low, 50000",0.76,0.85,3,180,7,0,0,0
product_mng,US,11/18/1985,"low, 41000",0.78,0.65,3,154,2,0,0,0
technical,Canada,27/12/2002,"low, 33000",0.11,0.84,6,252,4,0,0,1
technical,Europe,17/01/2017,"low, 59000",0.45,0.52,2,145,3,0,0,1
sales,US,02/25/2010,"high, 152000",0.82,0.97,5,263,5,0,0,1
sales,Europe,19/04/2017,"medium, 65000",0.81,0.79,4,222,3,0,0,0
support,US,09/22/2017,"low, 39000",0.93,0.51,3,196,2,0,1,0
RandD,Europe,28/06/2012,"low, 57000",0.37,0.55,2,159,3,0,0,1
sales,US,03/16/2002,"medium, 89000",0.11,0.91,6,278,4,0,0,1
hr,US,10/02/2015,"low, 36000",0.44,0.87,5,104,4,0,0,0
accounting,Europe,08/02/2006,"medium, 74000",0.42,0.54,2,159,3,0,0,1
product_mng,US,03/20/2013,"low, 39000",0.86,0.97,5,269,5,0,0,1
IT,US,04/06/2006,"low, 44000",0.93,0.98,3,238,2,0,0,0
technical,US,11/05/2015,"low, 38000",0.51,0.49,4,182,2,0,0,0
accounting,Canada,27/07/2010,"low, 48000",0.64,0.52,3,223,3,0,0,0
sales,US,06/03/2017,"low, 34000",0.53,0.66,3,109,2,0,0,0
management,US,07/02/2010,"low, 42000",0.96,0.85,4,200,4,0,0,0
sales,US,09/05/2003,"medium, 70000",0.55,0.72,3,204,2,0,0,0
product_mng,US,07/13/2011,"low, 45000",0.51,0.46,3,176,3,0,0,0
marketing,US,01/30/2007,"medium, 77000",0.68,0.79,4,273,4,0,0,0
hr,APAC,31/07/2002,"medium, 84000",0.56,0.56,2,153,2,0,0,0
support,US,07/07/2015,"medium, 71000",0.98,0.57,3,198,3,0,0,0
IT,US,07/08/2005,"low, 44000",0.61,0.69,4,160,2,1,0,0
product_mng,US,04/25/2000,"high, 176000",0.93,0.89,3,255,7,1,0,0
support,Europe,24/06/2017,"low, 60000",0.56,0.81,4,188,3,1,0,0
technical,US,09/09/2015,"medium, 89000",0.39,0.47,2,131,3,0,0,1
hr,APAC,04/06/2017,"low, 39000",0.49,0.99,6,205,5,0,0,0
support,US,01/02/2005,"medium, 62000",0.99,0.68,4,190,3,0,0,0
hr,APAC,01/03/2006,"medium, 82000",0.91,0.69,5,240,3,0,0,0
sales,US,02/22/2015,"medium, 71000",0.75,0.83,5,262,5,0,0,1
sales,US,03/26/2004,"medium, 81000",0.73,0.48,3,211,7,0,0,0
technical,APAC,05/10/1991,"low, 60000",0.57,0.91,4,224,10,0,0,0
RandD,APAC,12/04/2015,"medium, 89000",0.38,0.86,6,139,6,0,0,1
sales,US,06/21/2002,"medium, 82000",0.72,0.5,4,164,2,1,0,0
hr,Europe,25/03/2015,"medium, 77000",0.63,0.5,5,246,2,0,0,0
sales,US,11/21/2017,"medium, 66000",0.4,0.54,2,137,3,0,0,1
sales,Canada,22/03/2006,"medium, 61000",0.68,1,4,167,2,0,0,0
sales,US,01/11/2016,"low, 30000",0.95,0.48,4,225,3,0,0,0
technical,US,10/29/2015,"medium, 95000",0.86,0.49,4,251,2,0,0,0
IT,US,06/10/2013,"medium, 109000",0.94,0.99,2,273,4,0,0,0
technical,Europe,17/07/2017,"medium, 63000",0.71,0.66,3,268,4,0,0,0
technical,US,10/12/2017,"medium, 76000",0.46,0.5,2,156,3,0,0,1
RandD,US,12/13/2009,"low, 30000",0.91,1,5,251,6,0,0,1
IT,US,05/19/2017,"medium, 78000",0.34,0.88,5,131,6,0,0,0
RandD,US,02/01/2016,"medium, 90000",0.42,0.97,6,259,4,0,0,1
management,US,09/05/2003,"medium, 72000",0.47,0.53,4,181,3,0,0,0
technical,US,09/29/2007,"medium, 90000",0.73,0.78,5,150,3,0,0,0
sales,Canada,08/10/2016,"medium, 77000",0.89,0.92,5,237,5,0,0,1
hr,US,03/06/2008,"medium, 73000",0.81,0.47,4,153,7,0,0,0
management,US,03/21/2004,"high, 169000",0.16,0.63,6,286,7,0,1,0
sales,US,08/14/2007,"low, 33000",0.99,0.6,3,262,2,0,0,0
technical,Europe,17/10/2017,"medium, 72000",0.68,0.95,4,146,2,0,0,0
sales,US,07/01/2002,"medium, 62000",0.86,0.82,4,274,2,1,0,0
IT,US,10/12/2006,"medium, 90000",0.53,0.99,3,223,10,0,0,0
management,US,05/14/2015,"medium, 69000",0.1,0.96,7,288,4,0,0,1
management,US,11/04/2016,"medium, 70000",0.78,0.65,3,157,2,0,0,0
sales,Canada,09/09/2015,"low, 36000",0.37,0.47,2,152,3,0,0,1
support,US,09/14/2017,"low, 55000",0.52,0.97,4,170,3,0,0,0
sales,Canada,29/05/2014,"medium, 84000",0.8,0.74,4,221,4,0,0,0
sales,Europe,02/05/2016,"medium, 78000",0.49,1,3,176,3,0,0,0
IT,US,10/29/2017,"medium, 85000",0.39,0.52,2,129,3,0,0,1
technical,Canada,20/04/2017,"low, 37000",0.87,0.9,4,163,2,0,0,0
sales,Canada,10/03/2014,"low, 58000",0.4,0.51,2,136,3,0,0,1
support,US,08/22/2002,"medium, 83000",0.36,0.57,2,144,3,0,0,1
technical,US,08/29/2017,"low, 35000",0.71,0.76,3,246,3,0,0,0
hr,US,05/19/2000,"low, 41000",0.64,0.9,5,279,5,0,0,0
RandD,US,11/24/2005,"medium, 105000",0.53,0.81,3,275,2,0,0,0
IT,US,01/20/2018,"low, 58000",0.17,0.57,4,116,3,0,0,0
sales,US,01/15/2004,"medium, 74000",0.38,0.43,2,160,6,0,0,0
product_mng,US,12/13/2016,"medium, 65000",0.38,0.49,2,132,3,0,0,1
product_mng,US,07/12/2008,"low, 43000",0.16,0.87,5,163,3,0,0,0
sales,US,10/29/2015,"low, 58000",0.38,0.46,2,145,3,0,0,1
sales,US,03/27/2015,"medium, 100000",0.41,0.86,6,215,5,0,0,0
sales,US,12/12/2016,"low, 51000",0.45,0.57,2,158,3,0,0,1
accounting,Europe,31/07/2007,"low, 37000",0.98,0.67,3,190,10,0,0,0
technical,Canada,18/12/2016,"medium, 87000",0.62,0.61,3,266,2,0,0,0
marketing,US,01/29/2005,"low, 50000",0.92,0.67,2,252,2,0,0,0
accounting,US,11/30/2015,"medium, 74000",0.75,0.82,4,143,2,0,0,0
technical,US,09/28/1999,"medium, 83000",0.24,0.48,5,123,5,1,0,0
sales,US,09/20/2003,"low, 57000",0.59,0.71,2,176,2,1,0,0
technical,US,03/15/2017,"medium, 85000",0.95,0.64,3,242,5,1,0,0
technical,US,12/08/2005,"medium, 63000",0.63,0.97,4,234,2,0,0,0
IT,US,05/17/2002,"medium, 78000",0.36,0.56,2,132,3,0,0,1
support,US,09/04/2016,"low, 54000",0.89,0.57,2,235,3,1,0,0
